family	gene	coordinates
Pkinase	TTHERM_00875850	192742-195371
Pkinase	TTHERM_00334560	122829-125804
Pkinase	TTHERM_00143590	348779-352173
Pkinase	TTHERM_002653390	1437-4122
Pkinase	TTHERM_00011630	1112650-1115569
Pkinase	TTHERM_00170580	314393-317960
Pkinase	TTHERM_01140410	80484-85958
Pkinase	TTHERM_00533900	413232-415077
Pkinase	TTHERM_00037500	1674932-1676777
Pkinase	TTHERM_000584709	72816-74226
Pkinase	TTHERM_00227520	563629-566914
Pkinase	TTHERM_000109313	460094-462221
Pkinase	TTHERM_00643470	253445-255038
Pkinase	TTHERM_00329930	520506-523057
Pkinase	TTHERM_00051660	1113555-1117658
Pkinase	TTHERM_00538880	199183-203315
Pkinase	TTHERM_00264840	729611-733383
Pkinase	TTHERM_00440500	92398-94112
Pkinase	TTHERM_00502140	278199-279678
Pkinase	TTHERM_00600150	173128-175752
Pkinase	TTHERM_00624240	252671-255908
Pkinase	TTHERM_000495899	292-1764
Pkinase	TTHERM_00685850	177185-181385
Pkinase	TTHERM_00191650	839154-840627
Pkinase	TTHERM_00037490	1668353-1670198
Pkinase	TTHERM_000676940	36908-40032
Pkinase	TTHERM_00660310	288999-293595
Pkinase	TTHERM_00644600	302294-304834
Pkinase	TTHERM_00577410	1549-3841
Pkinase	TTHERM_00484720	517732-521926
Pkinase	TTHERM_00726100	153453-153759
Pkinase	TTHERM_00191680	847301-848753
Pkinase	TTHERM_00369610	606484-612635
Pkinase	TTHERM_00319980	40282-43651
Pkinase	TTHERM_000900620	9227-15880
Pkinase	TTHERM_000147483	9080-10256
Pkinase	TTHERM_00845900	88290-90399
Pkinase	TTHERM_00321550	267230-270113
Pkinase	TTHERM_00283270	436434-445950
Pkinase	TTHERM_00317070	427174-432928
Pkinase	TTHERM_000220707	695786-696206
Pkinase	TTHERM_00080000	1179692-1183313
Pkinase	TTHERM_00486730	359880-361768
Pkinase	TTHERM_00434080	625023-630844
Pkinase	TTHERM_00936610	81480-91379
Pkinase	TTHERM_00433650	763106-764767
Pkinase	TTHERM_00079980	1168553-1172212
Pkinase	TTHERM_01050700	120777-122751
Pkinase	TTHERM_00923050	84204-87564
Pkinase	TTHERM_00256990	757713-759926
Pkinase	TTHERM_00630300	189655-194830
Pkinase	TTHERM_000079989	1173094-1176742
Pkinase	TTHERM_00191670	843246-844695
Pkinase	TTHERM_02370050	112-1050
Pkinase	TTHERM_00437540	448887-453214
Pkinase	TTHERM_00929450	161325-163320
Pkinase	TTHERM_00191670	843246-844695
Pkinase	TTHERM_00283150	396253-398380
Pkinase	TTHERM_00433670	758958-759504
Pkinase	TTHERM_00227500	556289-559241
Pkinase	TTHERM_00463700	458769-461229
Pkinase	TTHERM_00113010	750019-750626
Pkinase	TTHERM_00368580	587345-590773
Pkinase	TTHERM_00751030	1770-9853
Pkinase	TTHERM_00370900	485016-489165
Pkinase	TTHERM_00069280	390561-394708
Pkinase	TTHERM_00545840	274161-275157
Pkinase	TTHERM_00047360	642721-645978
Pkinase	TTHERM_00031650	881432-885482
Pkinase	TTHERM_01194670	13670-16865
Pkinase	TTHERM_00112320	483049-485128
Pkinase	TTHERM_02593230	25-835
Pkinase	TTHERM_00136290	614805-617043
Pkinase	TTHERM_00112560	584785-589525
Pkinase	TTHERM_001257670	33209-34152
Pkinase	TTHERM_00365530	555825-558325
Pkinase	TTHERM_01435710	11689-14047
Pkinase	TTHERM_000085057	884438-890350
Pkinase	TTHERM_00554310	299286-308169
Pkinase	TTHERM_00755890	64918-67929
Pkinase	TTHERM_00107040	1121173-1124964
Pkinase	TTHERM_00034970	1038643-1043085
Pkinase	TTHERM_00648730	58987-60439
Pkinase	TTHERM_00653910	175777-179336
Pkinase	TTHERM_00886980	803618-804644
Pkinase	TTHERM_001287956	9603-11056
Pkinase	TTHERM_00125390	947197-947926
Pkinase	TTHERM_00330020	556919-559818
Pkinase	TTHERM_01015960	42678-45862
Pkinase	TTHERM_01394350	18622-19849
Pkinase	TTHERM_00355430	1566244-1567814
Pkinase	TTHERM_00643480	256917-258152
Pkinase	TTHERM_00469320	503201-503774
Pkinase	TTHERM_001119392	18380-18716
Pkinase	TTHERM_001161050	668147-671996
Pkinase	TTHERM_000760319	58229-58634
Pkinase	TTHERM_01161040	664489-667168
Pkinase	TTHERM_00726230	191578-194437
Pkinase	TTHERM_00599820	38133-40498
Pkinase	TTHERM_01371770	13897-18820
Pkinase	TTHERM_01528510	5160-7563
Pkinase	TTHERM_00440510	88819-91637
Pkinase	TTHERM_00467390	190583-194034
Pkinase	TTHERM_00318740	658164-662539
Pkinase	TTHERM_001287957	14188-25573
Pkinase	TTHERM_00599960	108089-110631
Pkinase	TTHERM_00571710	894378-898286
Pkinase	TTHERM_00577260	39757-44604
Pkinase	TTHERM_00105190	791399-792617
Pkinase	TTHERM_01370770	1997-3163
Pkinase	TTHERM_000786969	93182-96243
Pkinase	TTHERM_00699830	94218-96099
Pkinase	TTHERM_00672230	109124-110573
Pkinase	TTHERM_01379970	14922-17766
Pkinase	TTHERM_00227480	544457-547087
Pkinase	TTHERM_01742570	2716-3529
Pkinase	TTHERM_00622730	98445-98637
Pkinase	TTHERM_01371780	22179-24888
Pkinase	TTHERM_00128400	565617-566952
Pkinase	TTHERM_001273286	432184-441482
Pkinase	TTHERM_00692980	304402-306824
Pkinase	TTHERM_00691730	243209-246362
Pkinase	TTHERM_01329990	134-4734
Pkinase	TTHERM_00389810	455086-457879
Pkinase	TTHERM_000715791	78728-83288
Pkinase	TTHERM_00545850	272907-274053
Pkinase	TTHERM_000787229	170598-171435
Pkinase	TTHERM_01390270	264-11591
Pkinase	TTHERM_00334450	97683-100512
Pkinase	TTHERM_001259662	49111-55360
Pkinase	TTHERM_00237300	13345-16186
Pkinase	TTHERM_02293890	135-1029
Pkinase	TTHERM_00052270	1372516-1374212
Pkinase	TTHERM_00469130	422751-429579
Pkinase	TTHERM_000985033	36895-37408
Pkinase	TTHERM_00237370	35000-36793
Pkinase	TTHERM_00227740	679317-681861
Pkinase	TTHERM_00046080	128396-130860
Pkinase	TTHERM_001014709	97564-98633
Pkinase	TTHERM_00874800	171876-173157
Pkinase	TTHERM_00571720	892543-894001
Pkinase	TTHERM_00525080	7737-8397
Pkinase	TTHERM_00312850	340024-342603
Pkinase	TTHERM_00336020	282114-285273
Pkinase	TTHERM_00214670	826372-828349
Pkinase	TTHERM_00191870	897321-901032
Pkinase	TTHERM_00024060	2068614-2070747
Pkinase	TTHERM_000497439	224011-224434
Pkinase	TTHERM_00394550	185674-190035
Pkinase	TTHERM_00824030	201893-203675
Pkinase	TTHERM_00069700	204137-209507
Pkinase	TTHERM_00145380	637549-639939
Pkinase	TTHERM_00721330	58282-59383
Pkinase	TTHERM_01044720	98062-101729
Pkinase	TTHERM_00292050	696711-697167
Pkinase	TTHERM_00225630	204566-209189
Pkinase	TTHERM_01084140	11616-15118
Pkinase	TTHERM_00600450	251605-254029
Pkinase	TTHERM_00787210	163229-165169
Pkinase	TTHERM_00031760	934371-937281
Pkinase	TTHERM_001211840	67704-68231
Pkinase	TTHERM_00703810	210803-213506
Pkinase	TTHERM_00191660	841225-842368
Pkinase	TTHERM_00794430	166327-171524
Pkinase	TTHERM_00543590	377582-380852
Pkinase	TTHERM_00257140	800378-801635
Pkinase	TTHERM_00686010	242717-255319
Pkinase	TTHERM_00145510	677107-678793
Pkinase	TTHERM_00486430	268565-270489
Pkinase	TTHERM_02525180	183-937
Pkinase	TTHERM_01365630	83-590
Pkinase	TTHERM_00300120	366572-378200
Pkinase	TTHERM_01683250	491-1250
Pkinase	TTHERM_00185210	620578-624492
Pkinase	TTHERM_00251020	169841-174224
Pkinase	TTHERM_00355710	1658434-1660216
Pkinase	TTHERM_01039810	28468-30313
Pkinase	TTHERM_00102740	631445-633830
Pkinase	TTHERM_01277450	327-6074
Pkinase	TTHERM_00581910	197882-200853
Pkinase	TTHERM_00804740	208929-211267
Pkinase	TTHERM_002653316	68-959
Pkinase	TTHERM_000085339	784116-787652
Pkinase	TTHERM_00624210	244056-246606
Pkinase	TTHERM_01538680	460775-461292
Pkinase	TTHERM_01558040	7103-7937
Pkinase	TTHERM_01579320	6973-8508
Pkinase	TTHERM_00550810	50836-55400
Pkinase	TTHERM_00305440	167148-169698
Pkinase	TTHERM_01027570	31608-33127
Pkinase	TTHERM_000085349	779140-780526
Pkinase	TTHERM_00257130	799600-799864
Pkinase	TTHERM_01133960	70160-72782
Pkinase	TTHERM_00391260	583391-584182
Pkinase	TTHERM_002653420	1876-2260
Pkinase	TTHERM_01020620	31632-33279
Pkinase	TTHERM_00938730	151-1884
Pkinase	TTHERM_00058380	1155789-1157486
Pkinase	TTHERM_000361563	142581-145844
Pkinase	TTHERM_00824010	195643-197062
Pkinase	TTHERM_01020700	53553-55626
Pkinase	TTHERM_00826780	26454-29304
Pkinase	TTHERM_01197140	64675-65999
Pkinase	TTHERM_01230130	16980-17424
Pkinase	TTHERM_000888070	28739-32451
Pkinase_C	TTHERM_00526750	251762-254154
Pkinase_C	TTHERM_00035550	1262347-1266586
Pkinase_C	TTHERM_00016020	1710314-1713100
Pkinase_C	TTHERM_00899480	144700-147047
Pkinase_C	TTHERM_00584610	45058-46842
Pkinase_C	TTHERM_01055410	1890-4301
Pkinase_C	TTHERM_00431300	902191-905611
Pkinase_C	TTHERM_000624919	445762-447181
Pkinase_C	TTHERM_00825160	40035-46896
Pkinase_C	TTHERM_00248510	824944-827395
Pkinase_C	TTHERM_00455400	108527-116386
Pkinase_C	TTHERM_00290780	599885-602055
Pkinase_C	TTHERM_00637810	351540-353700
Pkinase_C	TTHERM_00723410	167768-170011
PK_C	TTHERM_01205300	23857-26519
PK_C	TTHERM_00145990	867823-870918
PK_C	TTHERM_01016100	85320-85731
PK_C	TTHERM_00118600	1023522-1026100
PK_Tyr_Ser-Thr	TTHERM_00260780	223576-233562
PK_Tyr_Ser-Thr	TTHERM_00195920	661536-664473
PK_Tyr_Ser-Thr	TTHERM_00426220	414635-421249
PK_Tyr_Ser-Thr	TTHERM_00703670	164431-166241
PK_Tyr_Ser-Thr	TTHERM_00522150	131834-137021
PK_Tyr_Ser-Thr	TTHERM_00525090	10096-12871
PK_Tyr_Ser-Thr	TTHERM_00578610	81395-85642
PK_Tyr_Ser-Thr	TTHERM_00140750	6156-12643
PK_Tyr_Ser-Thr	TTHERM_00297199	322-2028
PK_Tyr_Ser-Thr	TTHERM_01246760	55694-59724
PK_Tyr_Ser-Thr	TTHERM_00390000	519155-525225
PK_Tyr_Ser-Thr	TTHERM_00933120	91770-94498
PK_Tyr_Ser-Thr	TTHERM_00622900	150122-152119
PK_Tyr_Ser-Thr	TTHERM_00529780	105244-108811
PK_Tyr_Ser-Thr	TTHERM_01365640	12070-16424
PK_Tyr_Ser-Thr	TTHERM_00107120	1150708-1155632
PK_Tyr_Ser-Thr	TTHERM_00193390	76293-79716
PK_Tyr_Ser-Thr	TTHERM_001502009	2664-2960
PK_Tyr_Ser-Thr	TTHERM_00151480	766910-769832
PK_Tyr_Ser-Thr	TTHERM_00449170	227399-230885
PK_Tyr_Ser-Thr	TTHERM_01119420	29848-41164
PK_Tyr_Ser-Thr	TTHERM_01144900	18663-21889
PK_Tyr_Ser-Thr	TTHERM_01360490	21251-21476
PK_Tyr_Ser-Thr	TTHERM_01284760	31031-32997
PK_Tyr_Ser-Thr	TTHERM_00295740	202219-205219
PK_Tyr_Ser-Thr	TTHERM_00543620	364652-367371
PK_Tyr_Ser-Thr	TTHERM_01006560	87785-95179
PK_Tyr_Ser-Thr	TTHERM_00455670	198794-201930
PK_Tyr_Ser-Thr	TTHERM_00758840	94110-96519
PK_Tyr_Ser-Thr	TTHERM_01365650	19542-28575
PK_Tyr_Ser-Thr	TTHERM_00188850	187721-191740
PK_Tyr_Ser-Thr	TTHERM_00436250	540579-543151
PK_Tyr_Ser-Thr	TTHERM_00286790	226174-227966
PK_Tyr_Ser-Thr	TTHERM_00933100	86134-89230
PK_Tyr_Ser-Thr	TTHERM_01445920	767-6189
PK_Tyr_Ser-Thr	TTHERM_01070340	9593-11892
PK_Tyr_Ser-Thr	TTHERM_01046860	34887-35736
PK_Tyr_Ser-Thr	TTHERM_001118380	1637-2027
PK_Tyr_Ser-Thr	TTHERM_00923040	79509-83657
PK_Tyr_Ser-Thr	TTHERM_01142680	1634279-1636484
PK_Tyr_Ser-Thr	TTHERM_00161100	266722-270511
PK_Tyr_Ser-Thr	TTHERM_01615780	2485-8471
PK_Tyr_Ser-Thr	TTHERM_00040360	1998625-2000282
PK_Tyr_Ser-Thr	TTHERM_01461120	2467-5761
PK_Tyr_Ser-Thr	TTHERM_00684590	84904-86810
PK_Tyr_Ser-Thr	TTHERM_00971920	141582-145995
PK_Tyr_Ser-Thr	TTHERM_00314910	25255-26749
PK_Tyr_Ser-Thr	TTHERM_00420220	178490-181390
PK_Tyr_Ser-Thr	TTHERM_000751040	13125-25627
PK_Tyr_Ser-Thr	TTHERM_01345780	10997-16500
PK_Tyr_Ser-Thr	TTHERM_00467990	377490-377934
PK_Tyr_Ser-Thr	TTHERM_00486260	213023-216592
PK_Tyr_Ser-Thr	TTHERM_00775960	61835-64835
PK_Tyr_Ser-Thr	TTHERM_001356321	19385-26697
PK_Tyr_Ser-Thr	TTHERM_000216170	111186-111654
PK_Tyr_Ser-Thr	TTHERM_000442919	453973-455880
PK_Tyr_Ser-Thr	TTHERM_01440780	17826-21574
PK_Tyr_Ser-Thr	TTHERM_00585040	224510-226736
PK_Tyr_Ser-Thr	TTHERM_001170561	11859-32574
PK_Tyr_Ser-Thr	TTHERM_001153639	8997-17018
PK_Tyr_Ser-Thr	TTHERM_00433560	780363-786039
PK_Tyr_Ser-Thr	TTHERM_01627910	207-7108
PK_Tyr_Ser-Thr	TTHERM_00778430	247035-250817
PK_Tyr_Ser-Thr	TTHERM_00001360	135341-139811
PK_Tyr_Ser-Thr	TTHERM_000151978	966930-969672
PK_Tyr_Ser-Thr	TTHERM_01000150	465-4034
PK_Tyr_Ser-Thr	TTHERM_01001450	102828-105071
PK_Tyr_Ser-Thr	TTHERM_001153638	3454-7072
PK_Tyr_Ser-Thr	TTHERM_002653519	1280-10797
PK_Tyr_Ser-Thr	TTHERM_00149080	247161-250019
PK_Tyr_Ser-Thr	TTHERM_00412080	570663-574859
PK_Tyr_Ser-Thr	TTHERM_00353490	21224-23094
PK_Tyr_Ser-Thr	TTHERM_01627910	207-7108
PK_Tyr_Ser-Thr	TTHERM_00773600	184883-190754
PK_Tyr_Ser-Thr	TTHERM_00691940	308586-310697
PK_Tyr_Ser-Thr	TTHERM_01156760	12103-18859
PK_Tyr_Ser-Thr	TTHERM_00360240	30736-33400
PK_Tyr_Ser-Thr	TTHERM_000473249	124938-126980
PK_Tyr_Ser-Thr	TTHERM_00389910	488469-493620
PK_Tyr_Ser-Thr	TTHERM_00312370	156968-158752
PK_Tyr_Ser-Thr	TTHERM_00969590	9132-12175
PK_Tyr_Ser-Thr	TTHERM_00959810	8369-19894
PK_Tyr_Ser-Thr	TTHERM_01356300	2722-6399
PK_Tyr_Ser-Thr	TTHERM_000438869	303873-304674
PK_Tyr_Ser-Thr	TTHERM_00316820	331005-331326
PK_Tyr_Ser-Thr	TTHERM_01438780	4705-9180
PK_Tyr_Ser-Thr	TTHERM_00726480	266085-270720
PK_Tyr_Ser-Thr	TTHERM_00670850	301839-304460
PK_Tyr_Ser-Thr	TTHERM_00136380	588536-591436
PK_Tyr_Ser-Thr	TTHERM_00188380	29174-29558
PK_Tyr_Ser-Thr	TTHERM_000721399	84950-86007
PK_Tyr_Ser-Thr	TTHERM_00616570	310333-312170
PK_Tyr_Ser-Thr	TTHERM_00300370	476635-480853
PK_Tyr_Ser-Thr	TTHERM_00170550	303004-308099
PK_Tyr_Ser-Thr	TTHERM_00343420	63438-65134
PK_Tyr_Ser-Thr	TTHERM_00390060	543240-546232
PK_Tyr_Ser-Thr	TTHERM_00530600	397620-400679
PK_Tyr_Ser-Thr	TTHERM_00716020	144962-146508
PK_Tyr_Ser-Thr	TTHERM_00697080	136726-138554
PK_Tyr_Ser-Thr	TTHERM_00151080	625822-628029
PK_Tyr_Ser-Thr	TTHERM_00070980	60060-62239
PK_Tyr_Ser-Thr	TTHERM_01017250	4185-6704
PK_Tyr_Ser-Thr	TTHERM_00222260	31693-35826
PK_Tyr_Ser-Thr	TTHERM_00295950	132985-136949
PK_Tyr_Ser-Thr	TTHERM_00577090	94473-98197
PK_Tyr_Ser-Thr	TTHERM_000697499	25894-28461
PK_Tyr_Ser-Thr	TTHERM_00500970	230842-232138
PK_Tyr_Ser-Thr	TTHERM_00361510	117975-118974
PK_Tyr_Ser-Thr	TTHERM_01100450	53875-56392
PK_Tyr_Ser-Thr	TTHERM_00580440	402046-406570
PK_Tyr_Ser-Thr	TTHERM_00079490	993439-995758
PK_Tyr_Ser-Thr	TTHERM_00656160	328639-332213
PK_Tyr_Ser-Thr	TTHERM_00046330	241516-244727
PK_Tyr_Ser-Thr	TTHERM_00310310	508885-509780
PK_Tyr_Ser-Thr	TTHERM_000963272	28698-32698
PK_Tyr_Ser-Thr	TTHERM_00070950	69043-71697
PK_Tyr_Ser-Thr	TTHERM_00500950	225236-226625
PK_Tyr_Ser-Thr	TTHERM_00158430	521924-526928
PK_Tyr_Ser-Thr	TTHERM_01114170	80396-80923
PK_Tyr_Ser-Thr	TTHERM_00467739	293763-295917
PK_Tyr_Ser-Thr	TTHERM_01154660	43712-45338
PK_Tyr_Ser-Thr	TTHERM_00470890	164214-168323
PK_Tyr_Ser-Thr	TTHERM_00412070	565587-569115
PK_Tyr_Ser-Thr	TTHERM_00161580	117077-119808
PK_Tyr_Ser-Thr	TTHERM_01156750	1559-8483
PK_Tyr_Ser-Thr	TTHERM_00502130	274594-276748
PK_Tyr_Ser-Thr	TTHERM_00143620	361748-365442
PK_Tyr_Ser-Thr	TTHERM_00569190	1067018-1067633
PK_Tyr_Ser-Thr	TTHERM_00011220	963803-965390
PK_Tyr_Ser-Thr	TTHERM_00657380	64220-67643
PK_Tyr_Ser-Thr	TTHERM_000143799	414280-414784
PK_Tyr_Ser-Thr	TTHERM_01080610	110618-113272
PK_Tyr_Ser-Thr	TTHERM_00189460	442567-445425
PK_Tyr_Ser-Thr	TTHERM_00926900	2629-3943
PK_Tyr_Ser-Thr	TTHERM_00455370	103880-105611
PK_Tyr_Ser-Thr	TTHERM_00221019	803060-805448
PK_Tyr_Ser-Thr	TTHERM_01076980	103464-107976
PK_Tyr_Ser-Thr	TTHERM_00535180	22549-25353
PK_Tyr_Ser-Thr	TTHERM_00399480	151978-154965
PK_Tyr_Ser-Thr	TTHERM_00146030	884050-888530
PK_Tyr_Ser-Thr	TTHERM_00361560	131892-137581
PK_Tyr_Ser-Thr	TTHERM_00444650	202271-204161
PK_Tyr_Ser-Thr	TTHERM_00389660	398000-402394
PK_Tyr_Ser-Thr	TTHERM_000690079	322534-324152
PK_Tyr_Ser-Thr	TTHERM_00277070	1765-4586
PK_Tyr_Ser-Thr	TTHERM_000579179	273142-273644
PK_Tyr_Ser-Thr	TTHERM_00047740	798839-800815
PK_Tyr_Ser-Thr	TTHERM_000353449	34199-35590
PK_Tyr_Ser-Thr	TTHERM_00992950	109670-110464
PK_Tyr_Ser-Thr	TTHERM_00128720	453188-454966
PK_Tyr_Ser-Thr	TTHERM_00151610	813991-815794
PK_Tyr_Ser-Thr	TTHERM_00575430	330135-334636
PK_Tyr_Ser-Thr	TTHERM_00037530	1680721-1687029
PK_Tyr_Ser-Thr	TTHERM_00295650	227522-230112
PK_Tyr_Ser-Thr	TTHERM_000937671	141891-149594
PK_Tyr_Ser-Thr	TTHERM_00053940	1341019-1341532
PK_Tyr_Ser-Thr	TTHERM_001349991	25105-28375
PK_Tyr_Ser-Thr	TTHERM_000402099	380408-380729
PK_Tyr_Ser-Thr	TTHERM_000442899	434431-436555
PK_Tyr_Ser-Thr	TTHERM_00823550	53278-56306
PK_Tyr_Ser-Thr	TTHERM_00185740	793922-794636
PK_Tyr_Ser-Thr	TTHERM_00075800	281079-284571
PK_Tyr_Ser-Thr	TTHERM_00637040	63596-66056
PK_Tyr_Ser-Thr	TTHERM_01443850	11921-14420
PK_Tyr_Ser-Thr	TTHERM_00260770	218596-221687
PK_Tyr_Ser-Thr	TTHERM_01155710	59782-66822
PK_Tyr_Ser-Thr	TTHERM_00790580	66671-70086
PK_Tyr_Ser-Thr	TTHERM_00690080	325029-327424
PK_Tyr_Ser-Thr	TTHERM_00193200	12370-14706
PK_Tyr_Ser-Thr	TTHERM_00937650	121304-126802
PK_Tyr_Ser-Thr	TTHERM_00188869	194507-197584
PK_Tyr_Ser-Thr	TTHERM_01174650	63258-71003
PK_Tyr_Ser-Thr	TTHERM_00295230	381282-384662
PK_Tyr_Ser-Thr	TTHERM_00825150	35860-38837
PK_Tyr_Ser-Thr	TTHERM_00647310	232532-235055
PK_Tyr_Ser-Thr	TTHERM_00160930	318481-321221
PK_Tyr_Ser-Thr	TTHERM_00442830	400577-402317
PK_Tyr_Ser-Thr	TTHERM_000151979	969890-972135
PK_Tyr_Ser-Thr	TTHERM_000624919	445762-447181
PK_Tyr_Ser-Thr	TTHERM_00856500	128023-130598
PK_Tyr_Ser-Thr	TTHERM_00392920	357667-360751
PK_Tyr_Ser-Thr	TTHERM_00094330	486-3109
PK_Tyr_Ser-Thr	TTHERM_00487050	475936-481690
PK_Tyr_Ser-Thr	TTHERM_00790580	66671-70086
PK_Tyr_Ser-Thr	TTHERM_00534050	456701-460450
PK_Tyr_Ser-Thr	TTHERM_01087840	40540-43492
PK_Tyr_Ser-Thr	TTHERM_01030000	100593-104683
PK_Tyr_Ser-Thr	TTHERM_00532590	297997-301218
PK_Tyr_Ser-Thr	TTHERM_00191780	872995-873169
PK_Tyr_Ser-Thr	TTHERM_00421070	533762-539409
PK_Tyr_Ser-Thr	TTHERM_000525101	18743-21908
PK_Tyr_Ser-Thr	TTHERM_001482651	3325-10832
PK_Tyr_Ser-Thr	TTHERM_00128740	446840-448894
PK_Tyr_Ser-Thr	TTHERM_01126380	10763-12689
PK_Tyr_Ser-Thr	TTHERM_00558370	288899-289484
PK_Tyr_Ser-Thr	TTHERM_00266310	57521-62720
PK_Tyr_Ser-Thr	TTHERM_00666380	104918-108515
PK_Tyr_Ser-Thr	TTHERM_000359190	16083-26575
PK_Tyr_Ser-Thr	TTHERM_001155713	70537-71014
PK_Tyr_Ser-Thr	TTHERM_000265179	813515-814937
PK_Tyr_Ser-Thr	TTHERM_01513280	10235-12670
PK_Tyr_Ser-Thr	TTHERM_00663910	57746-61563
PK_Tyr_Ser-Thr	TTHERM_01082870	18478-20395
PK_Tyr_Ser-Thr	TTHERM_00369640	616600-618820
PK_Tyr_Ser-Thr	TTHERM_01055410	1890-4301
PK_Tyr_Ser-Thr	TTHERM_01075620	14028-14758
PK_Tyr_Ser-Thr	TTHERM_00473180	66748-70502
PK_Tyr_Ser-Thr	TTHERM_00343380	50258-54463
PK_Tyr_Ser-Thr	TTHERM_01211820	42867-53074
PK_Tyr_Ser-Thr	TTHERM_01094780	91-1489
PK_Tyr_Ser-Thr	TTHERM_01015880	15854-18562
PK_Tyr_Ser-Thr	TTHERM_00474360	176033-176737
PK_Tyr_Ser-Thr	TTHERM_00149799	520621-523114
PK_Tyr_Ser-Thr	TTHERM_00547930	245480-247461
PK_Tyr_Ser-Thr	TTHERM_00628450	153870-155034
PK_Tyr_Ser-Thr	TTHERM_00158480	503613-506178
PK_Tyr_Ser-Thr	TTHERM_01331050	58-5649
PK_Tyr_Ser-Thr	TTHERM_00245740	437809-440212
PK_Tyr_Ser-Thr	TTHERM_00218310	186342-189221
PK_Tyr_Ser-Thr	TTHERM_00622930	156709-158573
PK_Tyr_Ser-Thr	TTHERM_00607140	156901-158919
PK_Tyr_Ser-Thr	TTHERM_00151980	973099-977416
PK_Tyr_Ser-Thr	TTHERM_00219120	488183-490606
PK_Tyr_Ser-Thr	TTHERM_000158459	506601-508904
PK_Tyr_Ser-Thr	TTHERM_00075540	182806-183340
PK_Tyr_Ser-Thr	TTHERM_01298470	5546-7395
PK_Tyr_Ser-Thr	TTHERM_00237360	33124-34849
PK_Tyr_Ser-Thr	TTHERM_000343609	127729-130777
PK_Tyr_Ser-Thr	TTHERM_00658860	255577-259019
PK_Tyr_Ser-Thr	TTHERM_00438820	332415-336342
PK_Tyr_Ser-Thr	TTHERM_00433420	830111-833872
PK_Tyr_Ser-Thr	TTHERM_00051780	1165616-1169232
PK_Tyr_Ser-Thr	TTHERM_00334280	26691-29057
PK_Tyr_Ser-Thr	TTHERM_00050500	1046965-1050366
PK_Tyr_Ser-Thr	TTHERM_00997660	103769-105416
PK_Tyr_Ser-Thr	TTHERM_01333210	32945-33194
PK_Tyr_Ser-Thr	TTHERM_00941510	106530-110970
PK_Tyr_Ser-Thr	TTHERM_00035510	1240844-1243937
PK_Tyr_Ser-Thr	TTHERM_00266669	217924-219889
PK_Tyr_Ser-Thr	TTHERM_00348580	375568-376363
PK_Tyr_Ser-Thr	TTHERM_00442650	345707-347358
PK_Tyr_Ser-Thr	TTHERM_00301840	669039-672095
PK_Tyr_Ser-Thr	TTHERM_00947540	113024-114961
PK_Tyr_Ser-Thr	TTHERM_00526750	251762-254154
PK_Tyr_Ser-Thr	TTHERM_00011890	1218470-1222217
PK_Tyr_Ser-Thr	TTHERM_00213560	793633-795515
PK_Tyr_Ser-Thr	TTHERM_00723190	90263-94397
PK_Tyr_Ser-Thr	TTHERM_00784290	776754-777940
PK_Tyr_Ser-Thr	TTHERM_000809379	213429-214218
PK_Tyr_Ser-Thr	TTHERM_00079359	948587-951465
PK_Tyr_Ser-Thr	TTHERM_00016020	1710314-1713100
PK_Tyr_Ser-Thr	TTHERM_01016060	73062-74811
PK_Tyr_Ser-Thr	TTHERM_01001430	97429-99712
PK_Tyr_Ser-Thr	TTHERM_00394690	135924-137739
PK_Tyr_Ser-Thr	TTHERM_00144930	474197-478008
PK_Tyr_Ser-Thr	TTHERM_00548290	162551-163016
PK_Tyr_Ser-Thr	TTHERM_01014450	20622-22685
PK_Tyr_Ser-Thr	TTHERM_00564200	126308-127142
PK_Tyr_Ser-Thr	TTHERM_00841290	39518-42297
PK_Tyr_Ser-Thr	TTHERM_01319520	32173-37937
PK_Tyr_Ser-Thr	TTHERM_00415780	348882-351930
PK_Tyr_Ser-Thr	TTHERM_00715960	131381-133490
PK_Tyr_Ser-Thr	TTHERM_00624440	301618-306412
PK_Tyr_Ser-Thr	TTHERM_00660130	344403-348639
PK_Tyr_Ser-Thr	TTHERM_00059410	788184-791988
PK_Tyr_Ser-Thr	TTHERM_00825160	40035-46896
PK_Tyr_Ser-Thr	TTHERM_00077600	629037-632585
PK_Tyr_Ser-Thr	TTHERM_00622930	156709-158573
PK_Tyr_Ser-Thr	TTHERM_01344700	23188-23492
PK_Tyr_Ser-Thr	TTHERM_00971680	45039-49175
PK_Tyr_Ser-Thr	TTHERM_00622990	174469-176256
PK_Tyr_Ser-Thr	TTHERM_00145340	627501-630134
PK_Tyr_Ser-Thr	TTHERM_00647300	228489-230673
PK_Tyr_Ser-Thr	TTHERM_01080590	105679-106992
PK_Tyr_Ser-Thr	TTHERM_00840070	186494-195285
PK_Tyr_Ser-Thr	TTHERM_00377310	70086-71803
PK_Tyr_Ser-Thr	TTHERM_00384880	81510-88799
PK_Tyr_Ser-Thr	TTHERM_00237410	45032-47254
PK_Tyr_Ser-Thr	TTHERM_00128710	455485-457242
PK_Tyr_Ser-Thr	TTHERM_000227538	569469-569775
PK_Tyr_Ser-Thr	TTHERM_01027700	104293-107827
PK_Tyr_Ser-Thr	TTHERM_00992690	20981-22599
